origem,doi,titulo,autores,ano,venue,fase,decisao,motivo,notas
ieee,10.1109/ICIST63249.2024.10805364,Robot Path Planning Based on Tabu Particle Swarm Optimization Integrating Cauchy Mutation,L. Qin; Z. Fan,2024,2024 14th International Conference on Information Science and Technology (ICIST),titulo_resumo,excluir,E1,
ieee,10.23919/CCC50068.2020.9188907,Time-Optimal Trajectory Planning of Industrial Robot based on Improved Particle Swarm Optimization Algorithm,B. Shi; J. Xu,2020,2020 39th Chinese Control Conference (CCC),titulo_resumo,excluir,E1,
ieee,10.1109/RAIIC61787.2024.10671134,Multi-spherical robot formation control based on pigeon swarm optimization,X. He; Y. Lu; Q. Wang; H. Lu,2024,"2024 3rd International Conference on Robotics, Artificial Intelligence and Intelligent Control (RAIIC)",texto_integral,incluir,,
ieee,10.1109/ICEPE50861.2021.9404505,Path Planning of Mobile Robots Using Enhanced Particle Swarm Optimization,K. Sarkar; B. K. Balabantaray; A. Chakrabarty; B. B. Biswal; B. Mohanty,2021,"2020 3rd International Conference on Energy, Power and Environment: Towards Clean Energy Technologies",titulo_resumo,excluir,E1,
ieee,10.1109/ICETCI55101.2022.9832101,Intelligent Manufacturing System of Industrial Robot based on Q-learning Particle Swarm Algorithm,B. Wang,2022,"2022 IEEE 2nd International Conference on Electronic Technology, Communication and Information (ICETCI)",titulo_resumo,excluir,E1,
ieee,10.1109/ISCEIC59030.2023.10271221,Multi-robot Cooperative Navigation Method based on Multi-agent Reinforcement Learning in Sparse Reward Tasks,K. Li; Q. Wang; M. Gong; J. Li; H. Shi,2023,2023 4th International Symposium on Computer Engineering and Intelligent Communications (ISCEIC),texto_integral,excluir,E8,
ieee,10.1109/ICSSS66939.2025.11346119,"Swarm Robotics in Search and Rescue Operations: Challenges, Strategies, and Future Directions",S. Manaseswaran; S. J. Vimal; R. Gowri; P. Karthikeyan; N. Kandavel; V. Saraswathi,2025,2025 10th International Conference on Smart Structures and Systems (ICSSS),titulo_resumo,excluir,E2,
ieee,10.1109/ACCESS.2024.3457957,Robot Path Planning Based on Generative Learning Particle Swarm Optimization,L. Wang; L. Liu; X. Lu,2024,IEEE Access,titulo_resumo,excluir,E1,
ieee,10.1109/ICCSSE52761.2021.9545199,Inverse Kinematics Solution of Redundant Degree of Freedom Robot Based on Improved Quantum Particle Swarm Optimization,Y. Cao; W. Wang; L. Ma; X. Wang,2021,2021 IEEE 7th International Conference on Control Science and Systems Engineering (ICCSSE),titulo_resumo,excluir,E1,
ieee,10.1109/ICCSC66714.2025.11135083,Particle Swarm Optimization of Kinematic Control for Differential Drive Robot in Simscape Multibody,H. Bezzout; B. Aghoutane; M. El Ghzaoui; H. El Faylali,2025,"2025 International Conference on Circuit, Systems and Communication (ICCSC)",titulo_resumo,excluir,E1,
ieee,10.1109/CoDIT66093.2025.11321860,Mobile Robot Motion Planning based on Synthesized Optimal Control with Particle Swarm Optimization*,E. Shmalko; K. Yamshanov,2025,"2025 11th International Conference on Control, Decision and Information Technologies (CoDIT)",titulo_resumo,excluir,E1,
ieee,10.1109/YAC53711.2021.9486485,Advanced Particle Swarm Algorithm For Bicycle Robot Balancing Optimization Control Under Constant Speed,H. Zhao; Y. Sun; Z. Chen; M. Liu; B. Liang,2021,2021 36th Youth Academic Annual Conference of Chinese Association of Automation (YAC),titulo_resumo,excluir,E1,
ieee,10.1109/ACCESS.2024.3385670,Path Planning of Agricultural Information Collection Robot Integrating Ant Colony Algorithm and Particle Swarm Algorithm,Q. Wu; H. Chen; B. Liu,2024,IEEE Access,titulo_resumo,excluir,E1,
scopus,10.23919/SICEFES67750.2025.11236717,Multi-Robot Navigation using TD3 Algorithm with Modified Reward Function,R. F. A. Nugroho; I. Nilkhamhang,2025,2025 SICE Festival with Annual Conference (SICE FES),texto_integral,excluir,E8,
ieee,10.1109/IROS55552.2023.10341749,Autonomous Swarm Robot Coordination via Mean-Field Control Embedding Multi-Agent Reinforcement Learning,H. Tang; H. Zhang; Z. Shi; X. Chen; W. Ding; X. -P. Zhang,2023,2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),texto_integral,incluir,,
ieee,10.1109/ICoSR59980.2023.00016,Path planning of mobile robot based on improved particle swarm optimization algorithm,N. Yu; T. Qiu; J. Yan,2023,2023 International Conference on Service Robotics (ICoSR),titulo_resumo,excluir,E1,
ieee,10.1109/RICAI60863.2023.10489341,Robot Trajectory Planning Based on Improved Particle Swarm Optimization Algorithm,D. Xu; Z. Wang,2023,"2023 5th International Conference on Robotics, Intelligent Control and Artificial Intelligence (RICAI)",titulo_resumo,excluir,E1,
ieee,10.23919/CCC55666.2022.9901851,Particle swarm-based optimization method for load distribution of concrete placing robot,D. Li; B. Chen; W. Yu; S. Zhang; L. Sun,2022,2022 41st Chinese Control Conference (CCC),titulo_resumo,excluir,E1,
ieee,10.1109/RAAI64504.2024.10949543,Motion Planning of Counterpoint Parallel Robot Based on Improved Particle Swarm Optimization Algorithm,G. Liu; J. Zhang; L. Zhu; Y. Huang; W. Yu,2024,"2024 4th International Conference on Robotics, Automation and Artificial Intelligence (RAAI)",titulo_resumo,excluir,E1,
ieee,10.1109/RAIIE70320.2026.11566850,Kinematics Modeling and Trajectory Planning of SCARA Robot Based on Screw Theory and Improved Particle Swarm Optimization,Y. Cao; J. Guo,2026,"2026 5th International Symposium on Robotics, Artificial Intelligence and Information Engineering (RAIIE)",titulo_resumo,excluir,E1,
ieee,10.1109/ECAI65401.2025.11095526,Hybrid Ant Colony and Q-Learning Algorithm for Swarm Robots: Path Planning and Collision Avoidance in Unknown Environments,A. DUTCEAC; I. -C. VIZITIU; C. MOLDER,2025,"2025 17th International Conference on Electronics, Computers and Artificial Intelligence (ECAI)",texto_integral,incluir,,
ieee,10.1109/TASE.2025.3600284,Iterated Extended Kalman Filter Based on Particle Swarm Optimization and Its Application to Underwater Robot Navigation,D. Wang; J. Wang; H. Huang; G. Wang,2025,IEEE Transactions on Automation Science and Engineering,titulo_resumo,excluir,E1,
ieee,10.1109/SSCI51031.2022.10022243,Wave Environment Decomposition with Adaptive Tri-Objective Particle Swarm Optimization for Mobile Robot Path Planning,T. T. Cam Giang; N. T. Dung; H. T. Thanh Binh; D. Q. Huy; M. T. Thoa,2022,2022 IEEE Symposium Series on Computational Intelligence (SSCI),titulo_resumo,excluir,E1,
ieee,10.23919/CCC58697.2023.10240139,Decentralized Multi-Robot Navigation in Unknown Environments via Hierarchical Deep Reinforcement Learning,W. Yan; J. Sun; Z. Li; G. Wang,2023,2023 42nd Chinese Control Conference (CCC),texto_integral,excluir,E8,
ieee,10.1109/NetCIT57419.2022.00127,Research on Path Planning of Welding Robot Based on Particle Swarm Optimization Algorithm,C. Duan; S. Luo,2022,"2022 2nd International Conference on Networking, Communications and Information Technology (NetCIT)",titulo_resumo,excluir,E1,
ieee,10.1109/ACCESS.2020.3047816,An Improved Beetle Swarm Optimization Algorithm for the Intelligent Navigation Control of Autonomous Sailing Robots,L. Zhou; K. Chen; H. Dong; S. Chi; Z. Chen,2021,IEEE Access,titulo_resumo,excluir,E1,
ieee,10.1109/ICCCNT56998.2023.10306830,Particle Swarm Optimization Based Control of a Differential Drive Mobile Wheeled Robot,A. Sonowal; A. Rani; V. Singh,2023,2023 14th International Conference on Computing Communication and Networking Technologies (ICCCNT),titulo_resumo,excluir,E1,
ieee,10.1109/ICCSSE63803.2024.10823747,A Complex Skill Learning Method Integrating Particle Swarm and Variational Autoencoder for Robot,M. Wang; J. Bai; J. Li,2024,2024 IEEE International Conference on Control Science and Systems Engineering (ICCSSE),titulo_resumo,excluir,E1,
ieee,10.13052/jmm1550-4646.1939,Swarm Optimization of Fuzzy Systems for Mobile Robots with Remote Control,O. Kozlov; Y. Kondratenko; O. Skakodub; O. Gerasin; A. Topalov,2023,Journal of Mobile Multimedia,titulo_resumo,excluir,E1,
ieee,10.1109/JSEN.2020.3039275,Mobile Robot Path Planning Based on Improved Localized Particle Swarm Optimization,L. Zhang; Y. Zhang; Y. Li,2021,IEEE Sensors Journal,titulo_resumo,excluir,E1,
ieee,10.1109/IBCAST59916.2023.10712943,Swarm Robots on a Mission: Optimizing Inspections with Fuzzy Logic and Particle Swarm Optimization,N. Sohail; A. A. Khan; A. B. Memon,2023,2023 20th International Bhurban Conference on Applied Sciences and Technology (IBCAST),texto_integral,excluir,E8,
ieee,10.1109/SmartIndustryCon57312.2023.10110817,Solving the Inverse Kinematics Problem for a Seven-Link Robot-Manipulator by the Particle Swarm Optimization,V. A. Karapetyan; V. N. Miryanova,2023,2023 International Russian Smart Industry Conference (SmartIndustryCon),titulo_resumo,excluir,E1,
ieee,10.1109/CAC53003.2021.9727456,Time-Jerk Optimal Trajectory Planning of Industrial Robot based on Hybrid Particle Swarm Optimization Algorithm,Y. Gao; W. Xie; Q. Li; X. Li; M. Hu; L. Zhao,2021,2021 China Automation Congress (CAC),titulo_resumo,excluir,E1,
ieee,10.1109/ICMLC54886.2021.9737264,Fuzzy Logic Control for Multi-Robot Navigation and Arrival-Time Control in a Cluttered Environment,Y. -C. Chang; Y. Shi; A. Dostovalova; C. -T. Lin; J. Kim; D. Gibbons,2021,2021 International Conference on Machine Learning and Cybernetics (ICMLC),titulo_resumo,excluir,E6,
ieee,10.1109/ICACR68388.2025.11360024,Digital Twin Modeling of Industrial Robot Dynamics based on Particle Swarm Optimization,Y. Liu; Y. Gong; K. Yang; B. Tuo; Y. Wang; B. Zi,2025,"2025 9th International Conference on Automation, Control and Robots (ICACR)",titulo_resumo,excluir,E1,
ieee,10.1109/IICETA51758.2021.9717626,Robot Path Planning Based on Hybrid Adaptive Dimensionality Representation with Glowworm Swarm Optimization,Q. R. Mahmood; A. H. Hasan; H. K. Khafaji,2021,2021 4th International Iraqi Conference on Engineering Technology and Their Applications (IICETA),titulo_resumo,excluir,E1,
ieee,10.1109/ASIANCON55314.2022.9908615,Implementation of Particle Swarm Optimization for Solving Optimal Control Problem of a Flexible Robotic Manipulator,V. S. D. M. Sahu; P. Samal; C. K. Panigrahi,2022,2022 2nd Asian Conference on Innovation in Technology (ASIANCON),titulo_resumo,excluir,E1,
ieee,10.1109/ICACCS60874.2024.10717088,Swarm Intelligence for Multi-Robot Coordination in Agricultural Automation,L. B. Abhang; A. Gummadi; R. Changala; V. A. Vuyyuru; S. R; I. I. Raj,2024,2024 10th International Conference on Advanced Computing and Communication Systems (ICACCS),texto_integral,excluir,E8,
ieee,10.1109/RAAI59955.2023.10601295,Particle Swarm Optimization Based Control For a Controlled Floating Space Robot,D. Chaudhary; S. Murugan,2023,"2023 3rd International Conference on Robotics, Automation and Artificial Intelligence (RAAI)",titulo_resumo,excluir,E1,
ieee,10.1109/ICARA51699.2021.9376457,Obtaining Robust Control and Navigation Policies for Multi-robot Navigation via Deep Reinforcement Learning,C. Jestel; H. Surmann; J. Stenzel; O. Urbann; M. Brehler,2021,"2021 7th International Conference on Automation, Robotics and Applications (ICARA)",texto_integral,excluir,E8,
ieee,10.1109/INMIC64792.2024.11004328,Reinforcement Learning-Based Multi-Robot Path Planning and Congestion Management in Warehouse Order Picking,M. S. Alam; M. U. Khan; A. Gunes,2024,2024 26th International Multi-Topic Conference (INMIC),texto_integral,excluir,E8,
ieee,10.1109/ITNEC60942.2024.10733132,Research on Multi Robot Path Planning based on Improved DQN,X. Liu; Z. Wang,2024,"2024 IEEE 7th Information Technology, Networking, Electronic and Automation Control Conference (ITNEC)",texto_integral,excluir,E8,
ieee,10.1109/ICUS55513.2022.9987229,An Adaptive Local Path Planning Algorithm for Multi-robot Systems,T. Wen; X. Wang; Z. Sun; Z. Zheng; X. Kong,2022,2022 IEEE International Conference on Unmanned Systems (ICUS),titulo_resumo,excluir,E6,
ieee,10.1109/CAC67268.2025.11486873,Deep Reinforcement Learning for Coordinated Multi-Robot Humanoid Formation Walking,Y. Zhao; Z. Guo,2025,2025 China Automation Congress (CAC),texto_integral,excluir,E8,
ieee,10.1109/IAEAC59436.2024.10503638,Multi-Robot Motion Planning for Dynamic Environment based on Deep Reinforcement Learning,Y. Liu; T. Wang; D. Qiu,2024,"2024 IEEE 7th Advanced Information Technology, Electronic and Automation Control Conference (IAEAC)",texto_integral,excluir,E8,
ieee,10.1109/ACCESS.2025.3527640,Queue Formation and Obstacle Avoidance Navigation Strategy for Multi-Robot Systems Based on Deep Reinforcement Learning,T. Gao; Z. Li; Z. Xiong; L. Wen; K. Tian; K. Cai,2025,IEEE Access,texto_integral,excluir,E8,
ieee,10.1109/ICMIII58949.2023.00071,Modeling and Algorithm of Position Optimization of Redundant Arc Welding Robot Based on Particle Swarm Optimization,J. Bi; C. Li,2023,"2023 International Conference on Mechatronics, IoT and Industrial Informatics (ICMIII)",titulo_resumo,excluir,E1,
ieee,10.1109/MRAI65197.2025.11135857,Path Planning for Deep Underground Robot Swarms Based on MAPPO Algorithm,H. Wang; Y. Tang,2025,"2025 International Conference on Mechatronics, Robotics, and Artificial Intelligence (MRAI)",texto_integral,excluir,E8,
ieee,10.23919/CCC64809.2025.11179412,A Multi-Robot Navigation and Collision Avoidance Algorithm Based on Improved Artificial Potential Fields,Z. Jiang; S. Zhao; A. Wei,2025,2025 44th Chinese Control Conference (CCC),texto_integral,excluir,E8,
ieee,10.1109/ICONSTEM60960.2024.10568689,Swarm Intelligence for Multi-Robot Coordination in Industrial Environments,K. J. Prakash; M. M; R. Sandhiya; T. Rajpradeesh; M. A. Deshmukh; S. Thanikodi,2024,2024 Ninth International Conference on Science Technology Engineering and Mathematics (ICONSTEM),texto_integral,excluir,E8,
ieee,10.1109/DSIT61374.2024.10881083,Parameter Identification Of Robotic Arm Dynamics Model Based On Multi-Objective Particle Swarm Algorithm,F. Hao; X. Jing; T. Liu; Y. Da; G. He,2024,2024 7th International Conference on Data Science and Information Technology (DSIT),titulo_resumo,excluir,E1,
ieee,10.1109/CompAuto55930.2022.00024,Coordination of a Multi Robot System for Pick and Place Using Reinforcement Learning,X. Lan; Y. Qiao; B. Lee,2022,2022 2nd International Conference on Computers and Automation (CompAuto),texto_integral,excluir,E7,
ieee,10.1109/CSE53436.2021.00015,Multi-Robot Coverage Path Planning based on Deep Reinforcement Learning,X. Zhou; X. Liu; X. Wang; S. Wu; M. Sun,2021,2021 IEEE 24th International Conference on Computational Science and Engineering (CSE),texto_integral,excluir,E8,
ieee,10.1109/ZINC52049.2021.9499288,Proximal Policy Based Deep Reinforcement Learning Approach for Swarm Robots,Z. Tan; M. Karaköse,2021,2021 Zooming Innovation in Consumer Technologies Conference (ZINC),texto_integral,excluir,E8,
ieee,10.1109/UPCON59197.2023.10434651,Reinforcement Learning for Multi-Robot Coordination and Cooperation in Manufacturing,S. Konduri; S. Walke; A. Kumar; P. G; A. Bhagirath Jadhav; N. L,2023,"2023 10th IEEE Uttar Pradesh Section International Conference on Electrical, Electronics and Computer Engineering (UPCON)",texto_integral,excluir,E7,
ieee,10.1109/ICIMIA67127.2025.11200646,Dynamic Multi-Robot Path Planning: A Comparative Perspective,S. Sameena; G. Nallasivan,2025,2025 4th International Conference on Innovative Mechanisms for Industry Applications (ICIMIA),titulo_resumo,excluir,E2,
ieee,10.1109/ICCECT68671.2026.11565298,An Enhanced Multi-Objective Particle Swarm Optimization for Collaborative Robot,Z. Chen,2026,"2026 IEEE 4th International Conference on Control, Electronics and Computer Technology (ICCECT)",titulo_resumo,excluir,E1,
ieee,10.1109/CCDC69976.2026.11560080,Based on Genetic Adaptive Optimized Particle Swarm Fruit Fly Algorithm of RBPF-SLAM for Mobile Robot,Z. Feng; Z. Wenze; Y. Shuai; Z. Languang,2026,2026 38th Chinese Control and Decision Conference (CCDC),titulo_resumo,excluir,E1,
ieee,10.1109/SmartAgriSuSY68475.2025.11466769,Swarm Robotics for Precision Agriculture: Overcoming Coordination Scalability Limits,L. Judijanto; S. Nurhayati,2025,2025 International Congress on Smart Agriculture and Sustainable Systems (SmartAgri&SuSY),texto_integral,excluir,E8,
ieee,10.1109/AMCAI59331.2023.10431514,Evolutionary Swarm Robotics: A Methodological Approach For Task and Path Planning,A. Ayari; S. Bouamama,2023,2023 IEEE Afro-Mediterranean Conference on Artificial Intelligence (AMCAI),texto_integral,incluir,,
ieee,10.1109/IIT59782.2023.10366467,A Direction for Swarm Robotic Path Planning Technique Using Potential Field Concepts and Particle Swarm Optimization,M. Baziyad; N. AbuJabal; R. Fareh; T. Rabie; I. Kamel; M. Bettayeb,2023,2023 15th International Conference on Innovations in Information Technology (IIT),texto_integral,excluir,E8,
ieee,10.1109/GITCON65266.2025.11377467,PSO-Enhanced Wildfire Risk Forecasting with Decentralized Multi-Robot Navigation via Voronol Path Planning,N. N. S; S. Loonkar; K. Desai,2025,2025 Global Conference on Information Technology and Communication Networks (GITCON),texto_integral,excluir,E8,
ieee,10.1109/REEPE63962.2025.10971106,Investigation of Algorithms of Multi-Agent Robot Swarm Control in the Task of Finding the Shortest Path,A. D. Razorvin; O. V. Glukhov; A. I. Martynov; K. I. Sokolov; P. Y. Anuchin; V. A. Yushin,2025,"2025 7th International Youth Conference on Radio Electronics, Electrical and Power Engineering (REEPE)",texto_integral,excluir,E8,
scopus,10.1109/ICISS49785.2020.9316033,Decentralized Motion Planning for Multi-Robot Navigation using Deep Reinforcement Learning,K. Sivanathan; B. K. Vinayagam; T. Samak; C. Samak,2020,2020 3rd International Conference on Intelligent Sustainable Systems (ICISS),texto_integral,excluir,E8,
ieee,10.1109/ICMA65362.2025.11120654,Training Robot Swarms for Adaptive Foraging in Environments with Obstacles,P. Biteng; T. U. Zaman; Q. Lu,2025,2025 IEEE International Conference on Mechatronics and Automation (ICMA),texto_integral,incluir,,
ieee,10.1109/ICACR53472.2021.9605194,Research and Implementation of Multi-robot Path Planning Based on Genetic Algorithm,M. Fan; J. He; S. Ding; Y. Ding; M. Li; L. Jiang,2021,"2021 5th International Conference on Automation, Control and Robots (ICACR)",texto_integral,excluir,E8,
ieee,10.1109/TASE.2024.3524000,STR: Spatial-Temporal RetNet for Distributed Multi-Robot Navigation,L. Chen; Y. Wang; Z. Miao; M. Feng; Y. Wang; Y. Mo; W. He; H. Wang; D. Wang,2025,IEEE Transactions on Automation Science and Engineering,texto_integral,excluir,E8,
ieee,10.1109/LRA.2024.3521183,Scalable Multi-Robot Cooperation for Multi-Goal Tasks Using Reinforcement Learning,T. An; J. Lee; M. Bjelonic; F. De Vincenti; M. Hutter,2025,IEEE Robotics and Automation Letters,texto_integral,incluir,,
ieee,10.1631/FITEE.2100280,Behavioral Control Task Supervisor with Memory Based on Reinforcement Learning for Human-Multi-Robot Coordination Systems,J. Huang; Z. Mo; Z. Zhang; Y. Chen,2022,Frontiers of Information Technology & Electronic Engineering,texto_integral,excluir,E7,
ieee,10.1109/RAIIC59453.2023.10280919,Multi-robot Cooperative Search for Radioactive Sources Based on Improved Particle Swarm Optimization,M. Luo; M. Ling; Y. Guo,2023,"2023 2nd International Conference on Robotics, Artificial Intelligence and Intelligent Control (RAIIC)",texto_integral,incluir,,
ieee,10.1109/FarEastCon50210.2020.9271639,Choosing a Swarm Algorithm to Synthesis an Optimal Mobile Robot Team Control Strategy,A. B. Migranov; O. V. Darintsev,2020,2020 International Multi-Conference on Industrial Engineering and Modern Technologies (FarEastCon),texto_integral,excluir,E8,
ieee,10.1109/DOCS55193.2022.9967756,Mapless Path Planning of Multi-robot Systems in Complex Environments via Deep Reinforcement Learning,W. Han; C. Fang; J. He,2022,2022 4th International Conference on Data-driven Optimization of Complex Systems (DOCS),texto_integral,excluir,E8,
ieee,10.1109/JIOT.2026.3708006,Scalable Bi-level Reinforcement Learning for Multi-robot Coverage Path Planning in Unseen Environments with Obstacles,C. Qu; G. Xu; P. Wan,2026,IEEE Internet of Things Journal,texto_integral,excluir,E8,
ieee,10.1109/ICAACE69793.2026.11508863,Multi-robot Path Planning Based on an Improved MASAC Algorithm,S. Jia; C. Liu,2026,2026 9th International Conference on Advanced Algorithms and Control Engineering (ICAACE),texto_integral,excluir,E8,
ieee,10.1109/IRAC67707.2025.11381175,Multi-Robot Map Fusion Using an N-Mutation Particle Swarm Optimization Algorithm,L. Gan; Y. Tang; Z. Hua,2025,2025 International Conference on Intelligent Robotics and Automatic Control (IRAC),texto_integral,excluir,E7,
ieee,10.1109/ICRSS65752.2024.00012,Studying the Optimization of a Six-DOF Robotic Arm's Joint Angles Using an Enhanced Particle Swarm Technique,Y. Wan; Z. Wang; G. Chen,2024,"2024 International Conference on Computing, Robotics and System Sciences (ICRSS)",titulo_resumo,excluir,E1,
ieee,10.1109/AEMCSE65292.2025.11042764,Task Assignment and Path Planning Method of Multi-Robot in Coal Mine Considering Charging Problem,H. Bai; K. Li,2025,"2025 8th International Conference on Advanced Electronic Materials, Computers and Software Engineering (AEMCSE)",texto_integral,excluir,E7,
ieee,10.1109/LRA.2020.2972894,Particle Swarm Optimization for Cooperative Multi-Robot Task Allocation: A Multi-Objective Approach,C. Wei; Z. Ji; B. Cai,2020,IEEE Robotics and Automation Letters,texto_integral,excluir,E7,
ieee,10.1109/ICRA46639.2022.9812341,Enhancing Deep Reinforcement Learning Approaches for Multi-Robot Navigation via Single-Robot Evolutionary Policy Search,E. Marchesini; A. Farinelli,2022,2022 International Conference on Robotics and Automation (ICRA),texto_integral,excluir,E8,
ieee,10.1109/ICACTE62428.2024.10871589,Improved Particle Swarm Optimization for Trajectory Planning in a Six-Degree-of-Freedom Robotic Arm,J. Zhang; P. Wang,2024,2024 17th International Conference on Advanced Computer Theory and Engineering (ICACTE),titulo_resumo,excluir,E1,
ieee,10.1109/LRA.2025.3550798,Learning Decentralized Multi-Robot PointGoal Navigation,T. Soualhi; N. Crombez; Y. Ruichek; A. Lombard; S. Galland,2025,IEEE Robotics and Automation Letters,texto_integral,excluir,E8,
ieee,10.1109/ICMRE64970.2025.10976322,Swarm Intelligence in Robotics: Optimizing PSO Parameters for Target Search in Single and Multiple Scenarios,V. Sharma; R. Gupta; K. Sharma,2025,2025 11th International Conference on Mechatronics and Robotics Engineering (ICMRE),texto_integral,excluir,E8,
ieee,10.1109/IROS58592.2024.10801800,Robot Swarm Control Based on Smoothed Particle Hydrodynamics for Obstacle-Unaware Navigation,M. Eguchi; M. Nishimura; S. Yoshida; T. Hiraki,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),texto_integral,incluir,,
ieee,10.1109/eSmarTA62850.2024.10639038,"Swarm Robotics for Autonomous Aerial Robots: Features, Algorithms, Control Techniques, and Challenges",Y. Alqudsi; M. Makaraci,2024,2024 4th International Conference on Emerging Smart Technologies and Applications (eSmarTA),titulo_resumo,excluir,E2,
ieee,10.1109/ICCRE61448.2024.10589778,Goal Driven Multi-Robot Navigation in Simulated Environments with Federated Deep Reinforcement Learning,M. P. Pramuk; M. V. Kumar; P. S. Kashyap; N. Lohith; S. Tripathi,2024,2024 9th International Conference on Control and Robotics Engineering (ICCRE),texto_integral,excluir,E8,
ieee,10.1109/MMEAT65787.2025.11398997,Research on Inverse Kinematics of Welding Robot Based on Particle Swarm Optimization Algorithm,F. Lv; F. Tu; X. Liu; X. Xu,2025,"2025 11th International Conference on Mechanical Engineering, Materials and Automation Technology (MMEAT)",titulo_resumo,excluir,E1,
ieee,10.1109/ICCECT64621.2025.11339850,A Study of Robotic Arm Based on Particle Swarm Optimization and Wolf Pack Algorithm,Z. Zhong,2025,"2025 IEEE 3rd International Conference on Control, Electronics and Computer Technology (ICCECT)",titulo_resumo,excluir,E1,
ieee,10.1109/LCSYS.2020.3007663,Integral Reinforcement Learning-Based Multi-Robot Minimum Time-Energy Path Planning Subject to Collision Avoidance and Unknown Environmental Disturbances,C. He; Y. Wan; Y. Gu; F. L. Lewis,2021,IEEE Control Systems Letters,texto_integral,excluir,E8,
ieee,10.1109/ICTAI52525.2021.00017,Collision-aware Multi-robot Motion Coordination Deep-RL with Dynamic Priority Strategy,L. Zhao; S. Han; Y. Lin,2021,2021 IEEE 33rd International Conference on Tools with Artificial Intelligence (ICTAI),texto_integral,excluir,E8,
ieee,10.1109/ICMSP58539.2023.10170825,Chaotic Salp Swarm Algorithm for Inverse Kinematics of a 5-DOF Drill Floor Robot,F. Zhao; S. Yang; J. Liu; B. Wu; Y. Hu,2023,"2023 5th International Conference on Intelligent Control, Measurement and Signal Processing (ICMSP)",titulo_resumo,excluir,E1,
ieee,10.1109/IROS58592.2024.10802823,Decentralized Multi-Robot Navigation Coupled with Spatial-Temporal RetNet Based on Deep Reinforcement Learning,L. Chen; Y. Wang; Z. Miao; M. Feng; Y. Wang; Y. Mo; Z. Zhou; H. Wang; D. Wang,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),texto_integral,excluir,E8,
ieee,10.1109/ACCESS.2020.2974498,An Improved Chicken Swarm Optimization Algorithm and its Application in Robot Path Planning,X. Liang; D. Kou; L. Wen,2020,IEEE Access,titulo_resumo,excluir,E1,
ieee,10.1109/ICCASIT66611.2025.11348837,Research on Multi-Robot Obstacle Avoidance Technology Based on HRVO Combined with Deep Reinforcement Learning,H. Hao,2025,2025 IEEE 7th International Conference on Civil Aviation Safety and Information Technology (ICCASIT),texto_integral,excluir,E8,
ieee,10.1109/ICCAR49639.2020.9107997,A Multi-agent Reinforcement Learning Method for Swarm Robots in Space Collaborative Exploration,Y. Huang; S. Wu; Z. Mu; X. Long; S. Chu; G. Zhao,2020,"2020 6th International Conference on Control, Automation and Robotics (ICCAR)",texto_integral,excluir,E8,
ieee,10.1109/ACCESS.2025.3624130,Adaptive Dynamic Window Approach for Mobile Robot Motion Control Using Particle Swarm Optimization,S. S. Sarkis; O. S. Elfayoumi; M. A. Jaradat; B. J. Emran,2025,IEEE Access,titulo_resumo,excluir,E1,
ieee,10.1109/IRCE66030.2025.11203043,Evolving Adaptive Foraging Robot Swarms with NEAT in Environments with Obstacles,T. U. Zaman; P. Biteng; Q. Lu,2025,2025 8th International Conference on Intelligent Robotics and Control Engineering (IRCE),texto_integral,incluir,,
ieee,10.1109/TCYB.2022.3228578,Expert System-Based Multiagent Deep Deterministic Policy Gradient for Swarm Robot Decision Making,Z. Wang; X. Jin; T. Zhang; J. Li; D. Yu; K. H. Cheong; C. L. P. Chen,2024,IEEE Transactions on Cybernetics,texto_integral,incluir,,
ieee,10.1109/LRA.2026.3655204,Scalable Multi-Robot Informative Path Planning for Target Mapping via Deep Reinforcement Learning,A. Vashisth; M. Kulshrestha; D. Conover; A. Bera,2026,IEEE Robotics and Automation Letters,texto_integral,incluir,,
ieee,10.1109/ICRAIS59684.2023.10367088,Multi-Robot Path Planning Using Nash Equilibrium Based Game Theory,P. S; S. P,2023,2023 International Conference on Recent Advances in Information Technology for Sustainable Development (ICRAIS),titulo_resumo,excluir,E6,
ieee,10.1109/ICAICE63571.2024.10863988,Research on Multi-Stage Path Planning for Human-Multi-Robot Collaboration Assembly,X. Meng; Z. Ding,2024,2024 5th International Conference on Artificial Intelligence and Computer Engineering (ICAICE),texto_integral,excluir,E7,
ieee,10.1109/COMSNETS63942.2025.10885670,Efficient Collision-Free Motion Planning in Distributed Multi-Robot Systems,O. Sharma; N. Chakraborty,2025,2025 17th International Conference on COMmunication Systems and NETworks (COMSNETS),texto_integral,excluir,E8,
ieee,10.1109/AAICV66571.2025.00023,Research on Application of Multi-Robot Cooperative Scheduling Algorithm in Intelligent Warehouse,K. Cheng; G. Li,2025,"2025 International Conference on Algorithm, Artificial Intelligence and Computer Vision (AAICV)",texto_integral,excluir,E7,
ieee,10.1109/IMCEC59810.2024.10575647,Robotic Arm Trajectory Planning Based on Hybrid Particle Swarm Optimization,W. Rong; Y. Yong,2024,"2024 IEEE 6th Advanced Information Management, Communicates, Electronic and Automation Control Conference (IMCEC)",titulo_resumo,excluir,E1,
